Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,105.11000061035156,105.62000274658203,104.5,105.56999969482422,90.39532470703125,4236200
2018-01-03,105.87999725341797,108.51000213623047,105.5999984741211,108.43000030517578,92.84423828125,6918900
2018-01-04,108.4800033569336,109.20999908447266,108.05000305175781,108.29000091552734,92.72435760498047,5460400
2018-01-05,108.69999694824219,109.2300033569336,108.29000091552734,109.12000274658203,93.43506622314453,5254900
2018-01-08,108.55000305175781,110.37000274658203,108.41000366210938,109.63999938964844,93.88031005859375,4549400
2018-01-09,109.62000274658203,110.9800033569336,109.08000183105469,110.38999938964844,94.52249145507812,4747800
2018-01-10,109.8499984741211,109.98999786376953,108.20999908447266,109.69999694824219,93.93168640136719,5737400
2018-01-11,110.05000305175781,110.76000213623047,109.43000030517578,110.66999816894531,94.76226043701172,3903700
2018-01-12,110.73999786376953,113.0,110.58000183105469,112.72000122070312,96.51757049560547,4577800
2018-01-16,113.55000305175781,113.91000366210938,111.94000244140625,112.91999816894531,96.6888427734375,9251500
2018-01-17,113.94999694824219,119.43000030517578,113.51000213623047,119.16000366210938,102.03189849853516,6916700
2018-01-18,119.0,119.9800033569336,116.0,116.41000366210938,99.67718505859375,7970300
2018-01-19,117.01000213623047,117.55999755859375,115.70999908447266,116.83000183105469,100.03682708740234,6367300
2018-01-22,117.91999816894531,119.4800033569336,117.45999908447266,119.44000244140625,102.27165222167969,7217400
2018-01-23,120.0199966430664,120.75,118.9000015258789,119.88999938964844,102.6569595336914,8087100
2018-01-24,111.13999938964844,114.0,108.68000030517578,109.69999694824219,93.93168640136719,19223900
2018-01-25,110.86000061035156,111.70999908447266,109.08000183105469,110.1500015258789,94.3169937133789,8564800
2018-01-26,110.93000030517578,114.0,109.54000091552734,113.69000244140625,97.34813690185547,7801600
2018-01-29,112.47000122070312,113.4000015258789,111.25,112.6500015258789,96.45764923095703,6389300
2018-01-30,111.19999694824219,111.47000122070312,109.30000305175781,109.88999938964844,94.6151123046875,6492900
2018-01-31,110.9800033569336,110.98999786376953,108.30000305175781,109.66999816894531,94.42568969726562,7362500
2018-02-01,108.75,110.75,108.56999969482422,110.08000183105469,94.77869415283203,5828200
2018-02-02,109.0199966430664,110.2300033569336,107.5199966430664,107.66000366210938,92.6950912475586,7474400
2018-02-05,107.0199966430664,109.12000274658203,103.37999725341797,104.20999908447266,89.72461700439453,8460400
2018-02-06,102.62000274658203,106.66000366210938,102.25,105.87000274658203,91.15391540527344,9266900
2018-02-07,104.5999984741211,105.68000030517578,101.91000366210938,101.9800033569336,87.80461883544922,10009100
2018-02-08,102.02999877929688,102.61000061035156,97.5999984741211,97.66000366210938,84.0851058959961,11506600
2018-02-09,99.5199966430664,101.30000305175781,96.98999786376953,100.48999786376953,86.521728515625,11599300
2018-02-12,101.55000305175781,102.55000305175781,100.43000030517578,101.94000244140625,87.77017211914062,6673700
2018-02-13,101.11000061035156,101.7300033569336,100.12000274658203,100.9800033569336,86.94361877441406,5061400
2018-02-14,99.8499984741211,102.95999908447266,99.8499984741211,102.68000030517578,88.40731811523438,7413500
2018-02-15,103.81999969482422,104.58000183105469,101.54000091552734,104.56999969482422,90.03459930419922,5264800
2018-02-16,104.27999877929688,105.54000091552734,103.87999725341797,104.47000122070312,89.94847869873047,4910400
2018-02-20,103.98999786376953,106.86000061035156,103.91000366210938,105.29000091552734,90.65452575683594,4970500
2018-02-21,105.7699966430664,106.18000030517578,103.58999633789062,103.66000366210938,89.25109100341797,6536500
2018-02-22,104.0,105.08000183105469,103.41000366210938,103.93000030517578,89.48355865478516,4036500
2018-02-23,105.01000213623047,107.05999755859375,104.73999786376953,107.04000091552734,92.16127014160156,4936900
2018-02-26,107.27999877929688,109.73999786376953,107.27999877929688,109.62999725341797,94.39124298095703,5496100
2018-02-27,109.37999725341797,110.29000091552734,108.33999633789062,108.33999633789062,93.28056335449219,5311900
2018-02-28,109.04000091552734,110.22000122070312,108.31999969482422,108.3499984741211,93.28917694091797,7333000
2018-03-01,108.93000030517578,108.93000030517578,105.72000122070312,106.52999877929688,91.72216796875,8626600
2018-03-02,104.79000091552734,108.4800033569336,104.66000366210938,108.22000122070312,93.17723846435547,6476300
2018-03-05,107.4800033569336,109.33000183105469,106.5199966430664,109.01000213623047,93.857421875,4417200
2018-03-06,109.97000122070312,110.18000030517578,108.94000244140625,109.69000244140625,94.44291687011719,4109600
2018-03-07,108.04000091552734,109.45999908447266,107.12999725341797,108.55999755859375,93.46997833251953,4637600
2018-03-08,109.18000030517578,109.48999786376953,108.2699966430664,109.48999786376953,94.2707290649414,3573500
2018-03-09,110.0,111.61000061035156,109.33000183105469,111.52999877929688,96.02714538574219,5535900
2018-03-12,112.04000091552734,113.0,111.45999908447266,111.62999725341797,96.1132583618164,4270800
2018-03-13,112.04000091552734,113.0,110.08999633789062,110.58999633789062,95.21780395507812,5845500
2018-03-14,111.20999908447266,111.69999694824219,109.16999816894531,109.97000122070312,94.68399810791016,3240600
2018-03-15,109.94000244140625,110.91000366210938,109.2699966430664,109.70999908447266,94.46012115478516,3983300
2018-03-16,110.12000274658203,110.73999786376953,109.51000213623047,109.97000122070312,94.68399810791016,8049700
2018-03-19,109.37000274658203,109.37999725341797,105.94999694824219,107.86000061035156,92.86729431152344,6715200
2018-03-20,108.2699966430664,110.0,108.2699966430664,109.45999908447266,94.24488067626953,3781900
2018-03-21,109.12999725341797,110.29000091552734,108.05999755859375,108.63999938964844,93.53886413574219,3703800
2018-03-22,106.51000213623047,107.76000213623047,103.80000305175781,103.9000015258789,89.45772552490234,7208400
2018-03-23,104.02999877929688,104.94000244140625,101.33999633789062,101.36000061035156,87.27079010009766,6748900
2018-03-26,104.11000061035156,106.72000122070312,103.02999877929688,106.5999984741211,91.78242492675781,6760400
2018-03-27,108.0,108.0999984741211,101.81999969482422,102.55999755859375,88.30400848388672,5308400
2018-03-28,102.2699966430664,103.76000213623047,101.41000366210938,101.91000366210938,87.74434661865234,5352200
2018-03-29,102.81999969482422,105.04000091552734,102.23999786376953,103.88999938964844,89.44912719726562,4311100
2018-04-02,102.86000061035156,103.5199966430664,99.7300033569336,100.6500015258789,86.65950775146484,5865400
2018-04-03,101.91999816894531,102.73999786376953,100.58999633789062,102.18000030517578,87.9768295288086,6898700
2018-04-04,99.9800033569336,104.56999969482422,99.80999755859375,104.20999908447266,89.72461700439453,4515000
2018-04-05,103.83000183105469,104.01000213623047,100.87000274658203,102.23999786376953,88.02847290039062,5477400
2018-04-06,100.97000122070312,102.33999633789062,99.0199966430664,99.45999908447266,85.63490295410156,5095700
2018-04-09,100.04000091552734,102.88999938964844,99.5999984741211,99.80999755859375,85.93624114990234,5840900
2018-04-10,101.66999816894531,103.06999969482422,100.62999725341797,102.36000061035156,88.13176727294922,6011500
2018-04-11,101.41000366210938,103.08999633789062,101.02999877929688,102.33999633789062,88.11457824707031,3830000
2018-04-12,103.05000305175781,104.5,102.93000030517578,104.23999786376953,89.7504653930664,4578300
